"de_para";"valor"
"ELECTRONOURINHOS SU";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONDROGARIA SA";"farmacia"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONMC DONALDS";"alimentacao"
"SALDO DO DIA";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONDEPOSITO DO";"alimentacao"
"ELECTRONRAIA 47";"farmacia"
"SALDO DO DIA";"saldo"
"INT PAG TIT 109804018839";"boleto"
"INT  PAG TIT BANCO 033";"boleto"
"INT  PAG TIT BANCO 033";"boleto"
"SAQUE 24H 08799322 28/06";"saque"
"INT NET SERV COMUNICAC 4";"divida"
"INT NET SERV COMUNICAC 4";"divida"
"INT NET SERV COMUNICAC 4";"divida"
"ELECTRONANDORINHA H";"mercado"
"ELECTRONOURINHOS SU";"mercado"
"ELECTRONPAG*diegoej";"pessoa"
"ELECTRONPAG*diegoej";"pessoa"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONSONDA TREME";"mercado"
"SALDO DO DIA";"saldo"
"TBI 9293.22915-0/500";"poupanca"
"TED 237.2846ANDRE N BARB";"salario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SALDO ANTERIOR";"saldo"
"SALDO ANTERIOR";"saldo"
"ELECTRONANDORINHA H";"mercado"
"ELECTRONARIZONA PAE";"padaria"
"TAR PACOTE ITAU   JUN/20";"banco"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT PAG TIT 109001140044";"boleto"
"SAQUE 24H 13784251 05/07";"saque"
"SAQUE 24H 18568832";"conserto maquina"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONMC DONALDS";"alimentacao"
"ELECTRONPAG*Frigott";"frango"
"LIS/JUROS     14 DIAS";"juros"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONAUTO POSTO";"gasolina"
"ELECTRONDEPOSITO DO";"alimentacao"
"ELECTRONOURINHOS SU";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT NEXTEL 9699999717361";"celular"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONSONDA TREME";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SEGURO CARTAO";"banco"
"DEB AUTOR UNICEF";"doa��o"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SAQUE 24H 10992964 12/07";"saque"
"INT NEXTEL 9499999717361";"celular"
"ELECTRONPAG*CamilaT";"pessoa"
"ELECTRONSONDA JACAN";"mercado"
"ELECTRONSONDA TREME";"mercado"
"INT TED  451045 DOMINGOS";"manuten��o"
"SDO CTA/APL AUTOMATICAS";"saldo"
"TBI 0747.56106-6";"emprestimo"
"ELECTRONSONDA JACAN";"mercado"
"SALDO DO DIA";"saldo"
"ELECTRONBD";"agua"
"INT ITAUCARD";"cartao credito"
"TBI 0747.56106-6";"emprestimo"
"TED 237.2846ANDRE N BARB";"salario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONDROGARIA VE";"farmacia"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONSUPERMERCAD";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT TED 237274100473111";"seminario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"INT TED 237284600601853";"boleto"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONAUTO POSTO";"gasolina"
"ELECTRONSONDA TREME";"mercado"
"ELECTRONSONDA TREME";"mercado"
"SALDO DO DIA";"saldo"
"ELECTRONMC DONALDS";"alimentacao"
"SALDO DO DIA";"saldo"
"SAQUE 24H 09919556 26/07";"saque"
"TBI 1491.48993-4michelle";"michelle"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONR C P FARMA";"farmacia"
"ELECTRONR C P FARMA";"farmacia"
"ELECTRONSONDA JACAN";"mercado"
"ELECTRONSONDA JACAN";"mercado"
"SALDO DO DIA";"saldo"
"ELECTRONASSAI ATACA";"mercado"
"SALDO DO DIA";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"SALDO DO DIA";"saldo"
"ELECTRONPAG*FarmaEF";"farmacia"
"DOC 001.REST. IR";"restitui��o irpf"
"SALDO DO DIA";"saldo"
"(-) SALDO A LIBERAR";"saldo"
"SALDO FINAL DEVEDOR";"saldo"
"TBI 9293.22915-0/500";"poupanca"
"ELECTRONARIZONA PAE";"padaria"
"TED 237.2846ANDRE N BARB";"salario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SALDO DO DIA";"saldo"
"SALDO ANTERIOR";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONAUTO POSTO";"gasolina"
"ELECTRONDROG SAO PA";"farmacia"
"ELECTRONMEU CHAPA B";"alimentacao"
"ELECTRONSONDA TREME";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT  PAG TIT BANCO 237";"boleto"
"ELECTRONARIZONA PAE";"padaria"
"TAR PACOTE ITAU   JUL/20";"banco"
"TAR PACOTE ITAU   JUL/22";"banco"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT NEXTEL 9399999712769";"celular"
"INT NEXTEL 9399999712844";"celular"
"ELECTRONARIZONA PAE";"padaria"
"INT TED  189541 SEMI";"seminario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONSONDA TREME";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONOURINHOS SU";"mercado"
"ELECTRONOURINHOS SU";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT PAG TIT 109001179554";"boleto"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONGABRIELLA C";"pessoa"
"ELECTRONTORRA TORRA";"roupa"
"SEGURO CARTAO";"banco"
"DEB AUTOR UNICEF";"doa��o"
"REND PAGO APLIC AUT MAIS";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONANDORINHA H";"mercado"
"ELECTRONANDORINHA H";"mercado"
"ELECTRONBRILHO REAL";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONSONDA TREME";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SAQUE 24H 11269792 16/08";"saque"
"ELECTRONBD";"agua"
"ELECTRONDICICO TREM";"material casa"
"ELECTRONDICICO TREM";"material casa"
"ELECTRONMEU CHAPA B";"alimentacao"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONSONDA JACAN";"mercado"
"INT ITAUCARD";"cartao credito"
"TED 237.2846ANDRE N BARB";"salario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONDROGARIA SA";"farmacia"
"ELECTRONSONDA TREME";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONLEVI DA SIL";"pessoa"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONMAYARA SEGA";"pessoa"
"ELECTRONPAD CONF JD";"padaria"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SAQUE 24H 10350379 23/08";"saque"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONCASAS DE BO";"alimentacao"
"ELECTRONCASAS DE BO";"alimentacao"
"ELECTRONCENTRO AUTO";"alimentacao"
"ELECTRONMOCOTO REST";"alimentacao"
"ELECTRONPAG*Chaveir";"chaveiro"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONSONDA JACAN";"mercado"
"ELECTRONSONDA TREME";"mercado"
"ELECTRONSUA ACADEMI";"academia"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONBD";"agua"
"ELECTRONSONDA TREME";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONSONDA TREME";"mercado"
"ELECTRONSONDA TREME";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONSONDA TREME";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SAQUE 24H 12686085 30/08";"saque"
"TBI 9293.22915-0/500";"poupanca"
"ELECTRONLEVI DA SIL";"pessoa"
"ELECTRONMC DONALDS";"alimentacao"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONPROMOFARMA";"farmacia"
"TED 237.2846ANDRE N BARB";"salario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SALDO DO DIA";"saldo"
"SALDO ANTERIOR";"saldo"
"ELECTRONDROGARIA PR";"farmacia"
"SDO CTA/APL AUTOMATICAS";"saldo"
"TAR PACOTE ITAU   AGO/20";"banco"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONSONDA TREME";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONPROMO FARMA";"farmacia"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SAQUE 24H 16358012 06/09";"saque"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONPADARIA PAL";"padaria"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONPAG*OPESCAD";"restaurante"
"ELECTRONSONDA JACAN";"mercado"
"ELECTRONSONDA TREME";"mercado"
"ELECTRONSONDA TREME";"mercado"
"SALDO DO DIA";"saldo"
"INT NEXTEL 9099999708303";"celular"
"ELECTRONSONDA TREME";"mercado"
"SALDO DO DIA";"saldo"
"INT PAG TIT 109016422561";"boleto"
"ELECTRONPAG*Mercado";"mercado"
"ELECTRONPROMO FARMA";"farmacia"
"SEGURO CARTAO";"banco"
"SALDO DO DIA";"saldo"
"INT  PAG TIT BANCO 237";"boleto"
"DEB AUTOR UNICEF";"doa��o"
"SALDO DO DIA";"saldo"
"CXE 000844 SAQUE 13/09";"saque"
"SAQUE 24H 10588358 13/09";"saque"
"INT NEXTEL 9399999708378";"celular"
"ELECTRONADRIANO CHI";"pessoa"
"ELECTRONANDORINHA H";"mercado"
"ELECTRONLEVI DA SIL";"pessoa"
"ELECTRONLOJAS AMERI";"americanas"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONSERGIO EIZO";"pessoa"
"ELECTRONSONDA JACAN";"mercado"
"SALDO DO DIA";"saldo"
"ELECTRONANDORINHA H";"mercado"
"ELECTRONCENTRO AUTO";"mercado"
"ELECTRONMG COMERCIO";"mercado"
"ELECTRONPROMO FARMA";"farmacia"
"INT ITAUCARD";"cartao credito"
"TED 237.2846ANDRE N BARB";"salario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONSONDA TREME";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONSONDA TREME";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONOURINHOS SU";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SAQUE 24H 09674540 19/09";"aniversario samuel(entr+van)"
"ELECTRONANDORINHA H";"mercado"
"ELECTRONANDORINHA H";"mercado"
"ELECTRONDEPOSITO DO";"alimentacao"
"ELECTRONHABIBS";"alimentacao"
"ELECTRONPAG*OPESCAD";"alimentacao"
"ELECTRONPROMO FARMA";"farmacia"
"ELECTRONSONDA TREME";"mercado"
"ELECTRONSONDA TREME";"mercado"
"SALDO DO DIA";"saldo"
"ELECTRONBD";"agua"
"ELECTRONOURINHOS SU";"mercado"
"SALDO DO DIA";"saldo"
"INT  PAG TIT BANCO 001";"boleto"
"ELECTRONCENTRO AUTO";"mercado"
"ELECTRONPARK NOW ES";"boleto"
"ELECTRONSONDA TREME";"mercado"
"INT TED  498255 SEMI";"seminario"
"TBI 9293.22915-0/500";"poupanca"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONLOJAS AMERI";"americanas"
"ELECTRONLOJAS AMERI";"americanas"
"ELECTRONPADARIA PAL";"padaria"
"ELECTRONPAG*CarlaGo";"pessoa"
"ELECTRONPAG*Joseane";"pessoa"
"ELECTRONPAG*Mariaap";"pessoa"
"ELECTRONPASTEIS M M";"alimentacao"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONAUTO POSTO";"gasolina"
"ELECTRONSONDA TREME";"mercado"
"ELECTRONSONDA TREME";"mercado"
"SALDO DO DIA";"saldo"
"SAQUE 24H 10744894 27/09";"saque"
"ELECTRONLOJAS AMERI";"americanas"
"ELECTRONMC DONALDS";"alimentacao"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONSONDA JACAN";"mercado"
"ELECTRONSONDA TREME";"mercado"
"ELECTRONSONDA TREME";"mercado"
"SALDO DO DIA";"saldo"
"TBI 9293.22915-0/500";"poupanca"
"ELECTRONPASTEIS TAN";"alimentacao"
"ELECTRONPASTEIS TAN";"alimentacao"
"ELECTRONRAIA 47";"farmacia"
"INT TED  160641 SEGURO";"seguro"
"TED 237.2846ANDRE N BARB";"salario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SALDO DO DIA";"saldo"
"SALDO ANTERIOR";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"TAR PACOTE ITAU   SET/20";"banco"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SAQUE 24H 14082226 04/10";"saque"
"ELECTRONPAG*BOMBONI";"alimentacao"
"ELECTRONPAG*Frigott";"frango"
"LIS/JUROS     14 DIAS";"juros"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT NEXTEL 9699999704015";"celular"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT NEXTEL 9699999703948";"celular"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONAUTO POSTO";"gasolina"
"ELECTRONDROGARIA PR";"farmacia"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONSONDA TREME";"mercado"
"ELECTRONSONDA TREME";"mercado"
"TED 237.0001BRADESCO SAU";"reembolso"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT PAG TIT 109022757711";"boleto"
"SAQUE 24H 12755310 11/10";"saque"
"TBI 0747.56106-6";"emprestimo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONBD";"agua"
"ELECTRONPARK NOW ES";"boleto"
"ELECTRONRAIA 47";"farmacia"
"ELECTRONSONDA JACAN";"mercado"
"ELECTRONSONDA TREME";"mercado"
"SEGURO CARTAO";"banco"
"DEB AUTOR UNICEF";"doa��o"
"SALDO DO DIA";"saldo"
"ELECTRONHABIBS";"alimentacao"
"ELECTRONRAGAZZO CAE";"alimentacao"
"ELECTRONRAGAZZO CAE";"alimentacao"
"TBI 0747.56106-6";"devolu��o"
"SALDO DO DIA";"saldo"
"CEI     000021 DINHEIRO";"devolu��o"
"TED 237.2846ANDRE N BARB";"salario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONAUTO POSTO";"gasolina"
"INT ITAUCARD";"cartao credito"
"TBI 9293.22915-0/500";"poupanca"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONLOJAS AMERI";"americanas"
"ELECTRONMC DONALDS";"alimentacao"
"ELECTRONMERCPAGO";"alimentacao"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONSONDA JACAN";"mercado"
"ELECTRONSONDA TREME";"mercado"
"SAQUE S/CARTAO 24H109864";"saque"
"SALDO DO DIA";"saldo"
"ELECTRONFCIA PAGUE";"alimentacao"
"ELECTRONSONDA TREME";"mercado"
"SALDO DO DIA";"saldo"
"INT  PAG TIT BANCO 033";"boleto"
"INT  PAG TIT BANCO 237";"boleto"
"SALDO DO DIA";"saldo"
"ELECTRONTRIMAIS SUP";"mercado"
"SALDO DO DIA";"saldo"
"TBI 7633.10704-514522";"azul"
"SALDO DO DIA";"saldo"
"SAQUE 24H 10705093 25/10";"saque"
"ELECTRONBD";"agua"
"ELECTRONLOJAS AMERI";"americanas"
"ELECTRONMOCOTO REST";"alimentacao"
"SALDO DO DIA";"saldo"
"TBI 2959.24196-5     C/C";"reembolso"
"INT TED  554013 SEMI";"saldo"
"TBI 9293.22915-0/500";"poupanca"
"TBI 9293.22915-0/500";"poupanca"
"SALDO DO DIA";"saldo"
"TBI 0534.18071-6     C/C";"saldo"
"SALDO DO DIA";"saldo"
"SALDO ANTERIOR";"saldo"
"SAQUE 24H 13727318 01/11";"saque"
"ELECTRONFEIRANTE";"feira"
"ELECTRONOURINHOS SU";"mercado"
"ELECTRONOURINHOS SU";"mercado"
"ELECTRONPAG*CamilaT";"pessoa"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONSANDROHAIR";"cabeleireiro"
"ELECTRONSANDROHAIR";"cabeleireiro"
"ELECTRONSONDA JACAN";"mercado"
"ELECTRONSONDA TREME";"mercado"
"ELECTRONTRIMAIS SUP";"mercado"
"TED 237.2846ANDRE N BARB";"salario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONDROGARIA PR";"farmacia"
"TAR PACOTE ITAU   OUT/20";"banco"
"SDO CTA/APL AUTOMATICAS";"saldo"
"TBI 0057.13714-3     C/C";"saque"
"ELECTRONRAIA 47";"farmacia"
"ELECTRONTRIMAIS SUP";"mercado"
"ELECTRONTRIMAIS SUP";"mercado"
"LIS/JUROS     17 DIAS";"juros"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT PAG TIT 109027453506";"boleto"
"SAQUE 24H 17920331 08/11";"saque"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONBD";"agua"
"ELECTRONCARLOS REIS";"frango"
"ELECTRONCLAUDIA KAN";"pessoa"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONHABIBS";"alimentacao"
"ELECTRONMEU CHAPA B";"alimentacao"
"ELECTRONTRIMAIS SUP";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SEGURO CARTAO";"banco"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT NEXTEL 9799999699806";"celular"
"ELECTRONCENTURY PAE";"padaria"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONMEU CHAPA B";"alimentacao"
"SALDO DO DIA";"saldo"
"ELECTRONPARK NOW ES";"boleto"
"ELECTRONTRIMAIS SUP";"mercado"
"DEB AUTOR UNICEF";"doa��o"
"SALDO DO DIA";"saldo"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONTRIMAIS SUP";"mercado"
"SALDO DO DIA";"saldo"
"SAQUE 24H 12468625 15/11";"saque"
"ELECTRONHABIBS";"alimentacao"
"ELECTRONLOJAS AMERI";"americanas"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONPAG*HiroCal";"farmacia"
"ELECTRONPASTEIS NIS";"alimentacao"
"ELECTRONRAIA 47";"farmacia"
"ELECTRONTRIMAIS SUP";"mercado"
"INT ITAUCARD";"cartao credito"
"TED 237.2846ANDRE N BARB";"salario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONTRIMAIS SUP";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONPARK NOW ES";"boleto"
"ELECTRONSANTO GOLE";"boleto"
"ELECTRONTRIMAIS SUP";"mercado"
"ELECTRONTRIMAIS SUP";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONTRIMAIS SUP";"mercado"
"TED 340.0000SAMUEL JOSE";"entrada"
"SDO CTA/APL AUTOMATICAS";"saldo"
"TBI 0747.56106-6     C/C";"deposito"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONBD";"agua"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONTRIMAIS SUP";"mercado"
"TBI 0747.56106-6     C/C";"deposito"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONPAG*CaioVin";"pessoa"
"ELECTRONMC DONALDS";"alimentacao"
"SALDO DO DIA";"saldo"
"ELECTRONPLAYLAND -";"lazer"
"SDO CTA/APL AUTOMATICAS";"saldo"
"PIX TRANSF  FRANCIS26/11";"transferencia"
"PIX TRANSF  FRANCIS26/11";"transferencia"
"EST PIX TF  FRANCISCO";"estorno"
"EST PIX TF  FRANCISCO";"estorno"
"SDO CTA/APL AUTOMATICAS";"saldo"
"TBI 0745.13546-7     C/C";"transferencia"
"ELECTRONBD";"agua"
"ELECTRONTRIMAIS SUP";"mercado"
"BO  PROMOCAO PIX CADAST";"entrada"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONPARK PLACE";"estacionamento"
"ELECTRONHABIB S";"alimentacao"
"SAQUE 24H 15720220 29/11";"feira"
"ELECTRONPAG*Frigott";"frango"
"TED 237.2846ANDRE N BA";"salario"
"SALDO DO DIA";"saldo"
"ELECTRONESTAPAR SHO";"estacionamento"
"PIX TRANSF  ALEXAND23/01";"cabeleireiro"
"INT PAG TIT 109046299963";"boleto"
"INT  PAG TIT BANCO 077";"juros"
"INT NEXTEL 9099999687157";"celular"
"SALDO ANTERIOR";"saldo"
"SAQUE 24H 12244067 31/01";"saque"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONAV ZACHI NA";"alimentacao"
"ELECTRONBD";"agua"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONFERNANDA GO";"alimentacao"
"ELECTRONPAG*Frigott";"frango"
"PIX TRANSF  ANDRE N31/01";"salario"
"PIX TRANSF  ANDRE N31/01";"salario"
"IOF";"Taxa_banco"
"SDO CTA/APL AUTOMATICAS";"saldo"
"TBI 9293.22915-0/500";"poupanca"
"ELECTRONTRIMAIS SUP";"mercado"
"PIX TRANSF  Ana Mar02/02";"bencao"
"TED 237.0001BRADESCO SAU";"reembolso"
"TAR PACOTE ITAU   JAN/21";"banco"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONFARMAVAN XI";"farmacia"
"INT TED  467957";"seminario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONBD";"agua"
"ELECTRONSALAO FERNA";"michelle"
"LIS/JUROS     24 DIAS";"juros"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT PAG TIT 109046299963";"condominio"
"INT  PAG TIT BANCO 077";"creche"
"INT NEXTEL 9099999687157";"celular"
"ELECTRONAUTO POSTO";"gasolina"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONFERNANDA GO";"pessoa"
"ELECTRONFERNANDA GO";"pessoa"
"ELECTRONTRIMAIS SUP";"mercado"
"TED 237.0001BRADESCO SAU";"reembolso"
"PIX TRANSF  EDUARDO06/02";"tapete"
"SALDO DO DIA";"saldo"
"INT NEXTEL 9499999687161";"celular"
"ELECTRONDROGARIA PR";"farmacia"
"SALDO DO DIA";"saldo"
"SEGURO CARTAO";"banco"
"SALDO DO DIA";"saldo"
"INT PAG TIT 109006113573";"enfermagem"
"ELECTRONBD";"agua"
"ELECTRONTRIMAIS SUP";"mercado"
"DEB AUTOR UNICEF";"doa��o"
"SALDO DO DIA";"saldo"
"ELECTRONSONDA TREME";"mercado"
"ELECTRONTRIMAIS SUP";"mercado"
"SALDO DO DIA";"saldo"
"SAQUE 24H 11104585 14/02";"saque"
"ELECTRONBD";"agua"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONHABIBS";"alimentacao"
"ELECTRONIMW 3 R VIL";"alimentacao"
"ELECTRONLOJAS RENNE";"roupa"
"ELECTRONPAES E DOCE";"padaria"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONPROMOFARMA";"farmacia"
"ELECTRONPROMOFARMA";"farmacia"
"ELECTRONTRIMAIS SUP";"mercado"
"ELECTRONTRIMAIS SUP";"mercado"
"ELECTRONTRIMAIS SUP";"mercado"
"INT ITAUCARD";"cartao credito"
"TBI 9293.22915-0/500";"poupanca"
"PIX QRS CLAUDIO DOU13/02";"tapete"
"PIX TRANSF  ANDRE N15/02";"salario"
"SALDO DO DIA";"saldo"
"ELECTRONTRIMAIS SUP";"mercado"
"PIX TRANSF  ALEXAND18/02";"cabeleireiro"
"SALDO DO DIA";"saldo"
"ELECTRONPROMOFARMA";"farmacia"
"ELECTRONTRIMAIS SUP";"mercado"
"SALDO DO DIA";"saldo"
"SALDO ANTERIOR";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONPANIFICADOR";"padaria"
"ELECTRONRAGAZZO";"alimentacao"
"ELECTRONTRIMAIS SUP";"mercado"
"ELECTRONTRIMAIS SUP";"mercado"
"IOF";"Taxa_banco"
"SALDO DO DIA";"saldo"
"INT  PAG TIT BANCO 077";"creche"
"LIS/JUROS     11 DIAS";"juros"
"TAR PACOTE ITAU   DEZ/20";"banco"
"SALDO DO DIA";"saldo"
"ELECTRONBD";"agua"
"ELECTRONDROGARIA PR";"farmacia"
"SALDO DO DIA";"saldo"
"INT NEXTEL 9899999691047";"celular"
"INT NEXTEL 9899999691090";"celular"
"ELECTRONMARIA ELENA";"pessoa"
"TED 237.2846ANDRE N BARB";"salario"
"SALDO DO DIA";"saldo"
"INT PAG TIT 109038470523";"condominio"
"SAQUE 24H 18100537";"saque"
"INT SEFAZ-SP/DARE 210590";"poupatempo rg"
"ELECTRONBD";"agua"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONPAG*galasso";"feira"
"ELECTRONPAG*Rosange";"feira"
"ELECTRONPAG*SidneyD";"feira"
"ELECTRONPAG*Verdura";"feira"
"ELECTRONREINALDO DE";"frango"
"ELECTRONSONDA JACAN";"mercado"
"ELECTRONTRIMAIS SUP";"mercado"
"SEGURO CARTAO";"banco"
"DEB AUTOR UNICEF";"doa��o"
"SALDO DO DIA";"saldo"
"ELECTRONDROGARIA MA";"farmacia"
"ELECTRONMINI MERCAD";"mercado"
"ELECTRONPAG*Josisma";"mercado"
"ELECTRONTRIMAIS SUP";"mercado"
"SALDO DO DIA";"saldo"
"INT IPVA-SP HOH-6396";"multa"
"INT MULTA SP 31997756838";"multa"
"SALDO DO DIA";"saldo"
"ELECTRONDROGARIA SA";"farmacia"
"TED 237.2846ANDRE N BARB";"salario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SAQUE 24H 11770278 17/01";"saque"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONESTAPAR SHO";"estacionamento"
"ELECTRONFENIX";"alimentacao"
"ELECTRONLOJAS AMERI";"americanas"
"ELECTRONLOUCADEMIA";"academia"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONSHOPPING CE";"estacionamento"
"ELECTRONTRIMAIS SUP";"mercado"
"ELECTRONTRIMAIS SUP";"mercado"
"ELECTRONTRIMAIS SUP";"mercado"
"ELECTRONYINGXUE MA";"mercado"
"INT ITAUCARD";"cartao credito"
"TBI 9293.22915-0/500";"poupanca"
"SALDO DO DIA";"saldo"
"ELECTRONTRIMAIS SUP";"mercado"
"SALDO DO DIA";"saldo"
